,0,1,2
0,0.12543317883991356,0.0004842979877988941,0.06854336108223083
1,4.273894257970829,0.011677306715767293,1.043861735107471
2,4.028635845277395,0.014756907858158957,0.17794596611045177
3,5.159792726210498,0.02468800347469138,0.7346109558825306
4,5.244468216928048,0.019001696438145102,0.5985656292454307
5,4.470154749042985,0.011825806214399432,0.7235848341113658
6,1.443682494488136,0.004511507795275425,0.06434466439551956
7,0.9317462912521697,0.004068761097171047,0.13085605085762209
8,4.921075099081188,0.016349086707910923,0.35312358202293037
9,4.589682299107813,0.01944780635215175,0.16060400401743463
10,0.6629614689057984,0.0024554128477992537,0.7112349553815756
11,4.689139712861607,0.01507761965550356,0.10627682669576746
12,4.647982483811827,0.021223664309643044,0.2134529163188708
13,0.45437536409458434,0.0020375576865227997,0.01359158910550573
14,5.100224056065303,0.015134196012063214,0.45770477366509454
15,4.927920980168912,0.01766279921207495,0.016430880101881262
16,1.0136341876801023,0.005017991028119318,0.31195130323180675
17,4.615631251170946,0.022190534861398777,0.6544534953942045
18,2.3435107858761612,0.007633585621746454,0.037510056539931225
19,1.7069013060619618,0.005926740646048478,0.03130735626981124
20,1.0167888168276662,0.0037939881224912917,0.914474814485102
21,5.141994469277629,0.014818427865353397,0.12111081846945704
22,4.336510217307502,0.018611631833937776,0.27431427489851046
23,4.835201207328831,0.012825467393445176,0.7693857668082658
24,5.032333613084073,0.015066867105042134,0.29301838810469505
25,1.5296299440807652,0.006022165134176241,0.8154547399181722
26,1.7494960459391389,0.008575961009505582,0.5096079409575941
27,1.1967660984368882,0.004806289551955375,0.02362873750572142
28,5.236405937673536,0.018181965061366444,0.6238187306163082
29,4.9509457591836705,0.016503152530612235,1.055927224564802
30,1.9698318252509188,0.0077248306872585056,0.22916403565743465
31,0.9268833803682242,0.004156427714655714,0.30784128374526354
32,5.096915693644354,0.017575571357394324,1.1238369092926042
33,2.4493467119537415,0.008057061552479414,1.3452752999455049
34,5.15167079443172,0.012911455625142154,0.0513056728446514
35,3.991223698552006,0.010286659016886614,0.003464713152953963
36,0.9076659565732889,0.002615752036234262,0.23418933698515018
37,5.391620325673662,0.02334034773018901,0.43547117496086346
38,4.88613509350163,0.013029693582671012,1.1282599402953926
39,1.7182642491528721,0.00454567261680654,0.48300619988229343
